life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
85.51,11.93,14.86,30673.59,0.8884,Very High
72.36,10.12,12.31,21486.03,0.7628,High
81.52,13.33,14.41,42549.08,0.9008,Very High
46.53,2.03,4.38,1588.91,0.3185,Low
77.85,12.22,15.44,47813.4,0.8852,Very High
76.2,14.02,16.04,35782.11,0.8884,Very High
48.59,3.32,4.73,762.18,0.3196,Low
85.67,14.26,19.11,60993.55,0.9813,Very High
50.13,1.51,7.4,2916.49,0.3925,Low
56.38,6.86,9.66,5802.82,0.5545,Medium
80.0,14.51,16.64,37806.63,0.9217,Very High
70.08,11.04,13.98,30446.21,0.7955,High
82.43,11.52,12.98,30341.84,0.8515,Very High
70.81,7.27,13.84,19708.85,0.7313,High
57.82,4.82,10.17,8454.12,0.557,Medium
76.36,6.3,13.53,17551.89,0.7347,High
75.86,12.18,14.68,62874.04,0.8797,Very High
76.4,12.66,16.68,42674.76,0.8891,Very High
56.93,3.11,7.23,1075.1,0.3959,Low
69.91,5.09,7.68,3804.51,0.5446,Low
73.88,8.11,13.07,27122.52,0.763,High
69.93,8.76,12.15,11216.02,0.7012,High
59.88,6.73,10.06,4379.51,0.561,Medium
85.19,13.12,16.56,67785.97,0.9596,Very High
77.12,9.38,14.27,20570.19,0.7945,High
50.17,1.48,7.93,3545.23,0.4071,Low
69.74,7.44,12.34,23317.59,0.7194,High
70.92,7.14,11.57,11251.48,0.6787,Medium
52.37,0.74,4.26,356.82,0.2393,Low
65.81,4.24,10.71,3489.24,0.5495,Low
67.21,7.07,11.07,7505.41,0.636,Medium
60.31,5.69,10.59,4305.94,0.5546,Medium
72.99,8.62,12.34,23705.85,0.7514,High
71.07,10.6,15.2,25419.2,0.7988,High
63.51,5.61,10.29,8731.13,0.5979,Medium
60.59,6.89,10.75,10943.76,0.6161,Medium
59.77,1.41,6.43,2542.07,0.4072,Low
82.9,14.07,14.27,69874.12,0.9392,Very High
45.3,5.58,7.96,771.35,0.3657,Low
73.35,9.4,13.29,23467.19,0.773,High
61.38,2.53,5.93,617.02,0.3519,Low
48.78,2.61,5.14,2339.49,0.3645,Low
57.24,1.0,8.56,692.45,0.3567,Low
75.69,7.28,14.14,26467.52,0.7713,High
71.58,11.35,12.02,24060.21,0.7765,High
50.77,3.45,7.69,912.7,0.3732,Low
65.13,5.71,8.76,4277.05,0.5549,Medium
60.86,6.07,11.4,3784.94,0.5636,Medium
56.12,6.6,11.71,4234.6,0.5555,Medium
44.13,4.67,5.78,2584.94,0.3864,Low
60.02,6.15,9.94,5370.66,0.5628,Medium
74.12,10.35,11.85,19869.06,0.7656,High
62.11,7.43,11.99,9641.91,0.638,Medium
55.35,3.32,4.52,1008.39,0.3554,Low
71.8,10.24,12.93,15853.18,0.7532,High
56.01,3.8,8.0,705.34,0.3849,Low
66.33,7.12,11.2,9217.24,0.644,Medium
73.45,8.91,12.37,26301.74,0.7625,High
79.16,9.98,17.39,30152.57,0.8619,Very High
77.08,14.21,17.13,53572.99,0.925,Very High
84.93,13.26,16.94,69347.11,0.9657,Very High
61.55,2.74,8.12,1512.09,0.4363,Low
59.6,5.33,10.28,7168.76,0.5668,Medium
46.7,2.81,6.78,2793.93,0.3877,Low
75.66,11.81,16.18,39915.65,0.8676,Very High
62.36,3.58,10.8,5229.47,0.5465,Low
77.64,13.4,17.75,51746.99,0.923,Very High
60.62,8.08,11.56,8121.96,0.6257,Medium
81.46,10.28,17.72,47042.23,0.9019,Very High
63.14,4.45,10.66,5354.0,0.562,Medium
56.02,1.7,7.16,2229.0,0.4048,Low
83.07,13.04,16.27,66561.15,0.9454,Very High
80.33,13.29,16.46,52999.82,0.9251,Very High
59.29,6.26,8.84,9295.92,0.5728,Medium
50.72,5.36,6.71,344.2,0.3182,Low
64.06,4.77,10.9,5823.5,0.5771,Medium
61.19,5.14,8.42,10515.99,0.5651,Medium
68.88,6.1,11.66,5834.54,0.6244,Medium
61.25,3.49,4.72,2532.77,0.4247,Low
62.64,6.16,11.73,10391.84,0.6252,Medium
60.87,4.18,5.62,1293.01,0.4157,Low
63.28,5.14,9.4,10877.6,0.5887,Medium
58.67,5.25,6.02,2823.88,0.4684,Low
63.23,4.06,6.31,2957.3,0.4727,Low
53.62,5.45,6.33,796.57,0.387,Low
64.33,7.35,9.92,9606.1,0.6255,Medium
78.06,10.96,16.51,77206.27,0.9029,Very High
85.26,14.48,16.52,71496.79,0.9778,Very High
49.03,3.14,6.68,2902.24,0.4039,Low
45.33,4.31,6.86,2175.18,0.3928,Low
52.53,3.7,5.74,2698.32,0.4131,Low
80.84,11.83,17.99,42843.42,0.915,Very High
80.73,12.85,15.07,55306.04,0.9106,Very High
78.07,12.12,14.78,68948.44,0.8956,Very High
56.52,5.86,8.33,10955.59,0.554,Medium
83.5,11.94,16.83,66034.24,0.9395,Very High
74.75,13.33,15.77,58319.75,0.8942,Very High
57.16,5.4,9.0,3571.83,0.5101,Low
47.98,4.78,8.46,1047.02,0.3921,Low
72.93,10.63,14.57,59950.16,0.8422,Very High
65.21,4.4,9.96,6127.54,0.5677,Medium
51.0,1.58,6.49,1038.76,0.34,Low
59.65,2.67,5.07,2815.73,0.4135,Low
51.77,3.29,9.25,3107.16,0.453,Low
70.35,9.26,13.57,13367.69,0.7323,High
67.12,4.58,10.32,8091.45,0.5958,Medium
46.07,3.0,5.06,2341.3,0.3582,Low
66.78,4.55,11.05,7842.19,0.6013,Medium
76.3,8.56,13.99,23969.08,0.7846,High
76.23,10.29,14.2,15470.6,0.7862,High
56.98,2.59,4.44,533.12,0.3112,Low
75.18,8.07,12.91,13121.09,0.7321,High
67.1,8.94,13.95,10050.41,0.702,High
83.97,14.41,17.81,37369.92,0.9505,Very High
58.95,2.42,8.91,1577.99,0.4343,Low
76.41,10.85,14.49,36525.23,0.8392,Very High
48.49,3.55,6.57,2841.44,0.4055,Low
67.57,5.02,9.45,8330.45,0.5944,Medium
71.38,8.09,10.98,31518.65,0.7336,High
57.49,3.69,5.06,2020.17,0.4102,Low
74.52,9.05,11.7,28922.16,0.7663,High
78.08,12.51,14.21,38936.34,0.8678,Very High
70.28,7.84,13.34,23549.82,0.7388,High
80.98,14.74,17.23,52139.99,0.951,Very High
62.13,2.57,7.94,1374.92,0.4284,Low
84.97,11.52,15.02,43186.54,0.9021,Very High
49.66,3.6,6.71,1013.83,0.3657,Low
49.39,2.67,3.65,2401.0,0.3456,Low
71.92,9.29,15.66,25671.51,0.7929,High
60.73,1.98,4.16,2431.38,0.38,Low
71.44,10.26,14.29,10333.76,0.7427,High
59.27,6.29,9.87,7183.26,0.5736,Medium
56.66,1.25,9.14,1411.56,0.4054,Low
70.97,10.2,10.93,12309.72,0.7158,High
72.67,9.42,12.79,26971.27,0.7711,High
75.45,10.86,14.75,47010.9,0.8489,Very High
80.58,13.51,13.48,43518.22,0.8903,Very High
83.76,9.67,16.87,46228.96,0.8958,Very High
78.92,10.52,17.08,66664.12,0.9023,Very High
70.67,11.38,12.34,28814.76,0.7838,High
45.53,3.31,8.54,1425.44,0.3798,Low
73.95,7.29,13.11,19482.35,0.7376,High
83.89,12.04,15.68,73843.02,0.9363,Very High
74.14,7.15,13.05,29645.74,0.755,High
80.6,10.51,16.66,45854.08,0.8886,Very High
71.49,10.29,14.02,30970.99,0.7951,High
71.27,7.27,11.53,6825.07,0.6566,Medium
70.12,11.05,12.48,25340.11,0.7724,High
77.95,11.96,14.89,39635.01,0.8682,Very High
61.39,4.2,12.65,6945.79,0.5852,Medium
75.89,10.03,14.54,58486.68,0.8486,Very High
52.29,2.19,5.02,1930.35,0.3614,Low
78.38,10.85,17.2,64505.27,0.9032,Very High
72.59,9.07,13.53,9985.43,0.7253,High
54.23,1.98,9.14,2612.03,0.4363,Low
76.08,11.96,15.38,30807.92,0.8512,Very High
75.66,6.98,13.86,27954.61,0.7664,High
66.48,6.52,10.91,10460.86,0.6395,Medium
84.8,13.35,17.68,40726.7,0.9463,Very High
66.03,8.36,14.14,9668.69,0.6899,Medium
56.9,6.5,8.44,4720.6,0.5303,Low
59.83,5.92,11.19,9320.54,0.5974,Medium
78.02,14.52,18.56,46149.51,0.9337,Very High
78.91,9.17,19.06,46705.06,0.8785,Very High
50.54,4.08,5.56,2455.02,0.4041,Low
73.77,8.59,13.56,29849.51,0.7787,High
55.97,3.07,7.29,1471.95,0.4093,Low
56.88,3.78,4.15,864.95,0.3548,Low
67.18,5.71,11.11,6677.27,0.6126,Medium
50.25,5.18,5.9,2050.64,0.4149,Low
72.82,10.48,15.45,9480.3,0.7577,High
84.34,11.71,16.4,29293.86,0.8957,Very High
73.95,14.32,15.45,49801.75,0.8903,Very High
78.94,13.76,15.06,58927.34,0.915,Very High
78.18,15.0,16.6,63810.26,0.9433,Very High
56.13,3.26,9.06,589.05,0.3771,Low
68.03,6.25,8.67,6408.51,0.593,Medium
55.73,0.67,8.15,1496.41,0.3823,Low
47.86,4.16,9.02,2353.03,0.4301,Low
60.14,4.84,8.66,10251.78,0.5579,Medium
50.66,3.89,7.77,2500.99,0.4295,Low
74.2,11.35,13.51,11633.57,0.7671,High
48.14,4.59,4.69,2292.52,0.3872,Low
59.34,1.76,6.73,1248.59,0.3842,Low
58.93,7.27,8.25,5359.24,0.5537,Medium
76.59,10.4,13.45,50429.14,0.8386,Very High
58.97,1.61,7.72,839.47,0.3725,Low
53.09,4.67,4.5,2907.33,0.4174,Low
71.3,7.86,13.75,23145.75,0.7477,High
72.14,8.97,11.01,31973.58,0.7506,High
82.34,9.99,15.0,55040.67,0.8817,Very High
59.78,4.61,10.39,7565.25,0.5613,Medium
86.69,12.62,17.38,46196.41,0.9425,Very High
71.89,7.6,10.64,24454.1,0.714,High
52.38,2.8,6.28,3271.82,0.4126,Low
75.0,11.81,15.36,59928.83,0.8753,Very High
71.56,3.8,11.19,6452.76,0.6023,Medium
47.83,2.14,4.79,3543.54,0.3613,Low
71.18,8.9,13.91,14742.04,0.7402,High
69.4,3.72,10.13,10313.92,0.5998,Medium
68.96,5.71,10.51,10252.49,0.6334,Medium
59.49,4.39,10.62,3086.45,0.518,Low
59.02,3.4,6.86,1312.44,0.4141,Low
69.37,5.92,12.26,10095.32,0.6579,Medium
49.38,3.63,6.4,1375.47,0.3767,Low
67.14,8.12,12.67,17390.98,0.706,High
75.01,11.51,14.91,59347.6,0.8668,Very High
65.98,9.38,12.52,14258.19,0.7048,High
72.24,7.53,10.92,19420.77,0.7078,High
83.02,11.46,15.16,62740.19,0.9117,Very High
72.53,9.71,10.84,18234.45,0.735,High
70.74,4.06,8.49,7671.24,0.5748,Medium
72.62,7.35,15.38,17789.02,0.7525,High
59.09,6.89,11.12,5258.73,0.5788,Medium
76.71,11.74,15.0,38908.53,0.8595,Very High
65.46,5.25,10.72,8928.68,0.6076,Medium
67.85,7.24,10.91,23385.75,0.6912,Medium
52.58,1.87,8.31,2571.14,0.4162,Low
84.9,13.83,16.5,30639.67,0.9259,Very High
48.42,3.03,3.65,3641.96,0.3635,Low
48.85,1.99,6.59,1012.83,0.3384,Low
72.89,8.3,12.82,9006.49,0.7047,High
66.58,6.99,10.94,6187.52,0.6212,Medium
68.02,6.62,10.05,10740.76,0.639,Medium
71.49,3.96,8.93,9308.14,0.5908,Medium
54.61,4.99,8.51,358.34,0.3458,Low
53.7,4.99,5.15,2579.79,0.4286,Low
59.23,6.55,10.93,3343.01,0.5506,Medium
63.98,5.37,10.38,9544.63,0.6017,Medium
68.98,8.21,10.66,31211.48,0.7196,High
60.01,5.77,10.45,8248.9,0.5828,Medium
62.39,5.01,10.3,6603.69,0.5719,Medium
72.29,7.76,13.77,18798.67,0.7417,High
70.52,7.0,10.12,7851.76,0.6411,Medium
74.13,9.12,11.79,18866.55,0.7466,High
81.92,12.87,17.66,35746.83,0.9197,Very High
82.38,13.73,13.83,34683.55,0.8937,Very High
60.76,3.76,9.81,2929.22,0.503,Low
54.97,6.2,9.16,9533.45,0.5548,Medium
73.75,7.47,12.42,29058.28,0.7493,High
63.55,5.57,9.33,5701.59,0.5666,Medium
74.51,10.5,15.26,40673.78,0.8383,Very High
52.46,3.28,5.44,1466.86,0.375,Low
82.02,10.53,14.32,49744.82,0.8751,Very High
69.58,10.65,13.47,20312.65,0.7643,High
76.98,13.47,15.76,76733.15,0.9194,Very High
73.91,7.23,15.59,25602.46,0.7765,High
45.77,2.04,3.77,2857.89,0.326,Low
73.65,8.52,14.44,19285.19,0.7661,High
69.54,9.43,12.97,10223.5,0.7109,High
49.77,3.06,4.57,2501.12,0.3708,Low
75.32,8.27,11.98,17304.77,0.7387,High
68.19,8.41,14.06,14912.43,0.7218,High
58.81,3.2,7.76,3085.41,0.4637,Low
69.9,10.7,13.82,17259.87,0.762,High
70.13,10.85,14.47,31490.52,0.7998,High
83.39,12.69,15.87,43558.91,0.9178,Very High
63.71,7.34,7.04,7478.95,0.5778,Medium
81.48,10.72,16.99,30490.39,0.8784,Very High
59.22,6.74,8.46,9656.62,0.5764,Medium
81.01,12.23,14.27,68970.94,0.9066,Very High
69.48,7.06,12.05,15196.96,0.6905,Medium
70.57,8.34,10.95,24778.16,0.7224,High
60.24,5.53,11.8,3013.58,0.5463,Low
66.3,5.22,8.04,3439.57,0.5328,Low
78.19,10.52,11.17,25836.73,0.7918,High
78.63,11.12,15.51,54625.19,0.883,Very High
70.66,6.72,12.02,11330.83,0.6773,Medium
60.67,7.16,8.91,5772.49,0.5713,Medium
73.09,9.17,13.86,25103.52,0.778,High
65.73,4.93,9.95,3398.63,0.5487,Low
65.02,5.83,12.59,8853.08,0.6342,Medium
78.18,13.93,17.93,44762.84,0.9261,Very High
57.98,4.57,6.83,580.21,0.3758,Low
71.18,7.51,15.65,13380.79,0.7362,High
65.46,4.59,11.92,10051.91,0.6178,Medium
67.28,4.93,10.67,5517.0,0.5878,Medium
50.7,3.34,7.34,701.86,0.3526,Low
53.48,1.68,5.57,2601.42,0.3767,Low
51.92,3.31,5.43,1698.47,0.38,Low
62.97,6.07,8.42,4190.55,0.546,Low
72.63,8.07,12.25,27632.95,0.7482,High
87.96,10.64,15.47,58580.27,0.9107,Very High
74.6,10.91,13.47,22107.79,0.7966,High
45.01,4.63,7.9,1991.22,0.4021,Low
75.17,8.14,13.07,20465.53,0.7564,High
58.81,8.03,12.18,3852.7,0.5844,Medium
69.27,5.01,10.18,9699.25,0.6177,Medium
55.94,4.84,3.06,827.14,0.3515,Low
62.12,6.38,9.61,5607.61,0.574,Medium
64.44,4.82,9.44,6382.61,0.5662,Medium
54.25,0.78,8.63,1511.98,0.3858,Low
59.87,3.42,7.97,794.0,0.4009,Low
53.15,3.91,3.77,2746.57,0.3915,Low
83.86,13.88,16.63,52503.02,0.9507,Very High
77.94,12.86,16.8,36533.39,0.8926,Very High
74.78,9.07,10.17,23124.61,0.74,High
66.72,8.15,10.59,3230.72,0.5976,Medium
81.59,11.1,17.08,76244.44,0.9284,Very High
67.64,4.78,10.81,7770.55,0.605,Medium
77.74,10.99,16.68,73644.84,0.9024,Very High
67.22,6.93,14.7,27484.79,0.7332,High
70.2,9.78,14.37,16347.19,0.7554,High
63.47,5.01,9.93,9120.54,0.5866,Medium
56.54,5.21,9.96,9176.92,0.557,Medium
63.2,3.36,8.44,10517.7,0.545,Low
53.19,3.32,6.29,2790.92,0.4185,Low
74.08,10.76,15.77,16999.75,0.8012,Very High
62.26,5.51,7.47,775.74,0.4286,Low
69.71,8.39,14.71,22508.84,0.7551,High
53.41,5.26,8.69,3244.99,0.4829,Low
75.88,10.18,13.85,14868.95,0.7777,High
58.28,5.28,9.84,8405.73,0.5617,Medium
46.3,5.28,7.76,956.35,0.3781,Low
73.95,8.91,11.41,26384.68,0.7542,High
61.16,2.08,8.38,326.82,0.3246,Low
83.51,10.46,14.03,70518.83,0.8941,Very High
64.78,4.16,9.61,6988.37,0.5639,Medium
47.39,3.64,6.11,2744.26,0.3945,Low
60.32,2.95,3.7,1779.84,0.3786,Low
78.61,15.0,17.85,50701.27,0.9453,Very High
60.35,1.61,4.72,1453.11,0.3592,Low
56.76,5.35,8.93,7027.64,0.537,Low
78.62,13.18,17.93,71307.36,0.9431,Very High
57.66,0.0,9.85,2807.09,0.4307,Low
72.96,12.21,11.26,24045.49,0.786,High
67.85,4.7,9.13,7360.44,0.581,Medium
60.0,2.14,4.45,3656.68,0.4025,Low
76.99,8.22,15.05,15988.86,0.7748,High
84.85,11.21,15.66,68127.96,0.9265,Very High
84.68,10.82,16.79,35722.57,0.9007,Very High
67.03,11.98,11.36,24904.53,0.7555,High
84.03,15.0,16.98,62226.92,0.9761,Very High
45.08,3.02,8.1,778.22,0.339,Low
59.83,5.65,9.26,9101.78,0.5709,Medium
76.29,13.55,16.24,45003.23,0.8969,Very High
54.72,1.53,4.28,810.8,0.3061,Low
82.54,9.53,16.46,38087.83,0.8748,Very High
60.06,4.45,7.17,2842.76,0.4767,Low
67.35,4.95,9.62,8006.88,0.593,Medium
69.89,9.2,13.15,28295.65,0.7604,High
64.97,4.23,10.14,6081.76,0.566,Medium
60.24,6.43,11.57,5577.3,0.5862,Medium
67.19,9.2,9.61,9073.24,0.657,Medium
63.87,7.43,9.68,3494.56,0.572,Medium
84.87,13.81,13.68,54504.18,0.9276,Very High
72.16,7.1,10.9,31891.53,0.7224,High
55.72,2.67,6.6,2429.85,0.4162,Low
62.7,5.74,9.0,2870.71,0.5278,Low
82.55,12.57,18.26,72289.21,0.9581,Very High
62.15,2.99,9.7,2580.05,0.4897,Low
85.81,10.5,15.59,54738.18,0.907,Very High
62.96,5.18,9.35,9631.05,0.582,Medium
69.6,9.29,12.41,14670.68,0.7219,High
63.99,4.82,8.06,5175.18,0.5374,Low
57.69,4.1,9.0,425.6,0.366,Low
71.14,4.36,9.64,5107.61,0.578,Medium
56.17,5.07,8.73,2572.01,0.4824,Low
75.25,6.76,11.96,26708.6,0.7368,High
72.47,7.83,12.76,32762.58,0.7575,High
75.08,9.29,14.07,13434.04,0.7603,High
68.28,6.88,12.08,2759.78,0.5946,Medium
58.45,1.79,6.6,2113.28,0.4046,Low
79.36,10.42,16.93,45928.56,0.8842,Very High
50.43,4.33,6.89,1829.26,0.4102,Low
67.38,7.87,10.36,5631.25,0.625,Medium
56.74,8.85,7.46,4755.09,0.5491,Low
67.71,4.67,11.74,4903.85,0.5925,Medium
82.78,12.57,17.68,44079.22,0.9315,Very High
57.98,3.03,5.62,1498.32,0.3946,Low
59.72,5.88,9.19,7345.84,0.5635,Medium
76.9,9.66,10.57,15394.81,0.7429,High
72.03,10.3,13.19,13979.44,0.7512,High
70.85,9.21,12.75,23064.37,0.7518,High
67.77,6.49,12.37,9908.42,0.6587,Medium
76.65,10.54,16.9,58056.97,0.8827,Very High
76.56,11.1,15.04,55685.93,0.8683,Very High
79.79,11.1,15.41,48666.21,0.8821,Very High
75.05,12.02,15.27,73636.51,0.8865,Very High
51.5,2.09,7.11,2010.93,0.3886,Low
79.53,14.94,14.42,58921.16,0.9255,Very High
78.44,15.0,18.14,34477.85,0.9258,Very High
69.77,9.59,14.48,16078.72,0.7513,High
49.21,2.03,4.55,510.79,0.2779,Low
60.67,4.56,9.8,4729.4,0.5368,Low
70.93,5.12,9.39,4490.59,0.5793,Medium
78.51,14.11,17.28,66942.13,0.9438,Very High
82.17,10.96,14.52,72442.13,0.9009,Very High
48.57,3.31,5.47,1588.74,0.3638,Low
69.9,10.62,14.36,18765.33,0.7703,High
49.32,3.47,4.9,985.85,0.3398,Low
69.7,8.9,11.43,25129.3,0.732,High
63.69,7.07,10.07,6215.45,0.6,Medium
69.38,5.73,8.87,2715.07,0.5493,Low
83.48,12.21,16.47,72710.87,0.9437,Very High
59.5,7.03,10.78,11194.53,0.6138,Medium
68.62,6.75,10.14,4481.97,0.6016,Medium
63.99,7.89,8.7,10163.03,0.6201,Medium
78.96,8.33,14.61,30641.84,0.8124,Very High
77.27,14.86,16.02,59421.02,0.9281,Very High
62.45,5.13,12.56,4614.66,0.5814,Medium
46.24,3.43,5.83,3213.31,0.3881,Low
82.07,11.14,17.11,73246.0,0.9304,Very High
81.92,11.55,14.19,42503.26,0.8787,Very High
70.93,8.64,13.09,12579.62,0.7198,High
57.7,7.21,9.92,10807.94,0.5959,Medium
75.47,7.94,14.18,12035.11,0.7409,High
66.44,7.39,11.62,6919.07,0.6385,Medium
55.05,2.01,4.54,2872.63,0.3751,Low
78.88,13.46,15.03,52457.24,0.9054,Very High
62.95,5.8,11.01,3228.96,0.5572,Medium
61.27,5.26,8.92,8014.49,0.5625,Medium
82.42,12.5,14.42,62608.43,0.9138,Very High
54.95,2.04,4.79,2576.69,0.3759,Low
54.92,1.14,5.78,517.09,0.2979,Low
63.82,4.38,10.14,6582.31,0.567,Medium
66.79,8.18,15.39,13633.94,0.7207,High
77.9,12.63,15.95,73826.61,0.9157,Very High
58.71,4.04,7.61,2798.84,0.4699,Low
82.49,11.62,16.95,42067.52,0.9098,Very High
75.68,8.54,12.14,28292.53,0.7687,High
77.79,12.36,14.76,58967.35,0.8897,Very High
47.35,2.15,6.47,2955.83,0.3782,Low
68.79,4.13,9.11,11111.3,0.5931,Medium
54.6,3.42,8.58,1594.69,0.4281,Low
70.42,7.19,13.92,23587.07,0.7374,High
63.25,7.21,11.33,3399.81,0.5815,Medium
65.44,4.12,9.74,8087.92,0.5741,Medium
63.73,3.67,8.9,7969.0,0.5478,Low
76.96,8.71,15.37,28273.68,0.8123,Very High
57.15,5.2,5.81,480.58,0.3566,Low
71.73,11.77,14.51,14445.77,0.7806,High
61.75,7.72,10.5,5007.58,0.593,Medium
55.74,3.05,8.9,2048.44,0.444,Low
85.51,10.73,13.4,53053.06,0.8844,Very High
61.68,3.37,9.69,9158.42,0.5506,Medium
78.69,13.06,17.02,40098.09,0.9055,Very High
61.29,4.82,10.3,9639.09,0.5807,Medium
60.95,3.23,9.56,2533.49,0.486,Low
70.64,10.28,13.52,15719.46,0.7533,High
71.68,9.86,12.72,18674.99,0.7538,High
49.25,2.1,7.37,3148.55,0.4009,Low
63.55,3.39,8.65,3331.58,0.5005,Low
76.99,12.73,16.28,41716.8,0.8881,Very High
58.6,4.94,9.88,10392.31,0.5676,Medium
72.01,9.25,14.45,10358.77,0.7356,High
75.2,10.87,15.07,11798.32,0.7818,High
83.91,15.0,15.72,63446.27,0.9646,Very High
57.24,7.63,10.85,9858.03,0.6044,Medium
53.05,0.63,3.93,1758.68,0.3059,Low
55.91,4.76,7.36,773.26,0.3957,Low
46.22,1.63,5.5,1322.65,0.3193,Low
47.54,4.2,4.87,1219.21,0.3533,Low
45.56,0.08,4.83,2824.02,0.3005,Low
51.68,2.09,6.22,2880.03,0.3914,Low
49.12,1.31,8.65,561.59,0.3213,Low
82.47,13.78,16.16,41975.7,0.927,Very High
48.89,4.41,7.64,2175.87,0.4204,Low
69.28,7.49,15.14,16639.77,0.7322,High
68.82,6.44,9.44,6490.09,0.6089,Medium
66.46,5.22,11.79,3664.61,0.5799,Medium
67.83,8.08,11.1,17955.88,0.6933,Medium
59.51,6.25,7.95,10519.49,0.5683,Medium
77.78,8.83,12.35,26519.33,0.7816,High
52.97,3.82,6.6,2274.64,0.4205,Low
81.77,10.43,13.53,61457.69,0.8737,Very High
72.24,9.26,14.56,19330.53,0.7696,High
59.04,4.3,11.86,5796.98,0.5584,Medium
71.75,9.55,13.18,17009.44,0.7505,High
66.52,6.57,8.88,5034.74,0.5821,Medium
67.17,6.12,12.13,13696.11,0.6632,Medium
55.97,1.81,6.66,3357.22,0.4163,Low
76.59,14.3,15.22,29529.9,0.8762,Very High
67.48,7.18,11.78,21975.15,0.696,Medium
59.72,4.92,5.01,1076.38,0.4052,Low
70.67,11.74,12.66,28723.22,0.7911,High
77.32,8.69,12.95,11510.38,0.7432,High
78.21,13.02,16.82,34362.58,0.8929,Very High
66.32,4.34,11.84,9791.93,0.6159,Medium
71.91,11.27,13.58,12981.11,0.7616,High
62.08,3.77,10.7,9841.27,0.5747,Medium
76.57,15.0,17.49,65665.73,0.9438,Very High
75.54,8.41,12.32,17209.52,0.7451,High
46.72,5.05,6.19,1704.15,0.3913,Low
65.6,10.69,12.62,24491.42,0.7442,High
75.51,8.19,14.68,13957.96,0.757,High
60.56,7.54,9.08,8194.45,0.5936,Medium
74.69,9.83,11.78,24097.87,0.77,High
73.21,9.24,13.12,32651.7,0.7837,High
82.69,11.53,16.0,33694.39,0.889,Very High
48.72,2.6,7.91,446.57,0.3128,Low
77.92,10.52,18.14,65510.19,0.9055,Very High
73.37,10.66,14.0,12256.55,0.7628,High
76.58,14.37,16.85,67619.63,0.9327,Very High
73.04,10.92,12.22,9204.65,0.7319,High
73.18,10.36,13.35,18775.43,0.7738,High
46.03,4.01,6.74,1025.97,0.3562,Low
67.52,6.64,11.2,8070.46,0.6368,Medium
69.32,6.76,12.16,16187.42,0.6899,Medium
82.82,11.88,13.23,63484.2,0.896,Very High
80.65,11.99,16.65,55756.39,0.916,Very High
69.13,11.15,10.87,20970.99,0.7436,High
45.95,4.41,5.15,2587.66,0.3847,Low
66.95,6.74,12.3,3495.47,0.6034,Medium
51.13,2.63,8.9,725.36,0.3635,Low
81.56,12.84,16.94,36400.55,0.9118,Very High
80.79,12.8,16.04,53245.26,0.9179,Very High
56.48,2.12,6.93,3290.07,0.4273,Low
56.17,4.96,6.32,338.68,0.327,Low
79.42,9.56,15.57,45774.85,0.8598,Very High
60.2,6.84,9.84,6154.45,0.5779,Medium
71.06,10.29,12.26,29200.53,0.7722,High
81.38,13.51,17.9,54872.03,0.9482,Very High
75.06,9.56,11.32,24431.66,0.7638,High
62.26,3.9,8.11,329.05,0.3464,Low
57.38,5.58,12.59,5711.07,0.5731,Medium
50.6,1.38,8.08,3384.27,0.4075,Low
68.59,8.29,13.63,9153.52,0.6939,Medium
68.05,11.0,14.51,27608.51,0.7846,High
64.3,3.44,8.51,2708.94,0.4922,Low
58.59,4.58,9.15,9136.62,0.5482,Low
66.2,7.39,8.35,10025.71,0.6185,Medium
48.81,1.42,4.97,1446.64,0.3213,Low
56.47,4.23,7.3,2842.33,0.4603,Low
46.77,4.57,8.29,1292.16,0.3934,Low
65.04,5.23,10.12,6312.2,0.5825,Medium
58.87,6.76,8.64,7097.55,0.5637,Medium
47.62,2.93,7.26,2989.38,0.4026,Low
68.74,8.99,13.08,24665.63,0.745,High
66.85,4.55,11.56,10033.14,0.619,Medium
44.43,1.99,5.23,327.03,0.2424,Low
78.89,12.38,15.27,47066.94,0.8899,Very High
82.63,12.41,15.06,61440.69,0.9196,Very High
76.35,8.23,13.48,29640.09,0.7849,High
76.66,14.83,15.49,66270.04,0.9248,Very High
78.06,13.99,17.79,64751.66,0.9432,Very High
80.7,15.0,14.76,72597.68,0.9457,Very High
81.08,11.8,17.64,58717.82,0.9282,Very High
59.66,7.82,9.79,10626.24,0.6118,Medium
82.38,13.5,14.77,56364.29,0.9244,Very High
68.55,9.17,14.61,19334.31,0.7504,High
82.62,11.25,16.03,77010.83,0.9245,Very High
78.79,10.08,14.22,34152.82,0.8352,Very High
57.0,3.11,8.36,387.91,0.3395,Low
79.14,11.17,14.87,53285.02,0.8784,Very High
53.32,1.86,8.09,2252.02,0.4104,Low
54.74,3.72,9.0,2231.19,0.4544,Low
74.12,7.34,13.99,24787.04,0.7601,High
63.43,7.07,9.24,9730.58,0.6104,Medium
64.19,7.18,10.88,10043.2,0.6353,Medium
53.16,4.35,6.55,1216.57,0.3978,Low
70.02,8.89,13.07,18726.19,0.7374,High
63.5,5.72,9.78,5749.51,0.5743,Medium
51.68,3.86,6.27,2645.36,0.418,Low
62.02,5.74,5.58,333.51,0.3441,Low
49.34,2.73,5.37,3073.19,0.3827,Low
